Buổi,Cảm xúc,Độ tuổi,Số lượng người,Thời tiết,Phong cách ẩm thực,Loại hình quán ăn,Chế độ ăn,Đặc Biệt,Độ phổ biến,Loại đồ ăn,,,,,
Đêm,Bình thường,26,4,Hơi Nóng,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,Đang giảm giá,hot trend,đồ ăn vặt,,,,,
Chiều,Khó chịu,12,3,Quá Nóng,Việt nam,Nhà Hàng Sang Trọng,ăn thoải mái,có không gian ngoài trời,hot trend,Món lạnh,,,,,
Trưa,Bình thường,38,4,Hơi Nóng,miền nam,Nhà hàng bình dân,ăn kiêng,Đang giảm giá,bestseller,đồ ăn vặt,,,,,
Chiều,Buồn,33,1,Qúa lạnh,miền nam,Nhà Hàng Sang Trọng,ăn chay,có chỗ đỗ xe,bình thường,Món cho trẻ em,,,,,
Sáng,Bình thường,28,1,Qúa lạnh,miền nam,Quán Vỉa Hè,ăn chay,có phòng hút thuốc,hot trend,đồ ăn vặt,,,,,
Trưa,Vui,21,3,Hơi lạnh,Việt nam,Nhà hàng bình dân,ăn thoải mái,có phòng trông trẻ,đặc sản,Món nước,,,,,
Trưa,Buồn,32,3,Hơi lạnh,đồ ăn vặt,Nhà hàng bình dân,ăn kiêng,có phòng trông trẻ,đặc sản,Món Tráng miệng,,,,,
Tối,Vui,37,1,Hơi lạnh,Việt nam,Nhà hàng bình dân,ăn thoải mái,có chỗ đỗ xe,bestseller,Món lạnh,,,,,
Trưa,Vui,30,1,Nóng,đồ ăn vặt,Nhà hàng bình dân,ăn kiêng,wifi miễn phí,bình thường,Món Tráng miệng,,,,,
Đêm,Khó chịu,6,3,Nóng,Việt nam,Nhà Hàng Sang Trọng,ăn chay,Đang giảm giá,bestseller,đồ ăn vặt,,,,,
Sáng,Buồn,10,2,Quá Nóng,hàn quốc,Nhà hàng bình dân,ăn kiêng,có không gian ngoài trời,đặc sản,Món Tráng miệng,,,,,
Tối,Vui,17,2,Quá Nóng,đồ ăn vặt,Nhà hàng bình dân,ăn chay,wifi miễn phí,đặc sản,Món Tráng miệng,,,,,
Trưa,Buồn,23,2,Qúa lạnh,miền nam,Nhà Hàng Sang Trọng,ăn thoải mái,Đang giảm giá,bestseller,Món Tráng miệng,,,,,
Đêm,Khó chịu,9,2,Mát,Việt nam,Nhà hàng bình dân,ăn chay,Có giao hàng free,bestseller,Món Tráng miệng,,,,,
Tối,Buồn,10,3,Qúa lạnh,Trung quốc,Nhà hàng bình dân,ăn thoải mái,có không gian ngoài trời,hot trend,Món cho trẻ em,,,,,
Trưa,Buồn,14,1,Qúa lạnh,Việt nam,Nhà hàng bình dân,ăn kiêng,có không gian ngoài trời,đặc sản,Món cho trẻ em,,,,,
Chiều,Buồn,15,4,Quá Nóng,miền nam,Nhà Hàng Sang Trọng,ăn thoải mái,Đang giảm giá,bình thường,Món Tráng miệng,,,,,
Trưa,Buồn,10,3,Lạnh,Việt nam,Nhà Hàng Sang Trọng,ăn chay,có phòng hút thuốc,bình thường,Món Tráng miệng,,,,,
Sáng,Khó chịu,26,4,Hơi Nóng,Món cho trẻ em,Quán Vỉa Hè,ăn thoải mái,có phòng trông trẻ,bình thường,đồ ăn vặt,,,,,
Sáng,Khó chịu,27,1,Mát,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,Có giao hàng free,hot trend,Món nước,,,,,
Đêm,Bình thường,25,3,Hơi Nóng,Việt nam,Quán Vỉa Hè,ăn kiêng,có phòng trông trẻ,bình thường,Món lạnh,,,,,
Đêm,Bình thường,22,3,Nóng,hàn quốc,Quán Vỉa Hè,ăn kiêng,có phòng hút thuốc,bestseller,Món lạnh,,,,,
Trưa,Buồn,40,2,Mát,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn chay,Có giao hàng free,hot trend,Món cho trẻ em,,,,,
Trưa,Buồn,18,2,Nóng,miền nam,Quán Vỉa Hè,ăn chay,có phòng trông trẻ,bình thường,Món lạnh,,,,,
Chiều,Buồn,39,4,Mát,Trung quốc,Quán Vỉa Hè,ăn chay,có không gian ngoài trời,bestseller,Món nước,,,,,
Chiều,Buồn,39,3,Hơi Nóng,Việt nam,Nhà Hàng Sang Trọng,ăn thoải mái,có phòng hút thuốc,bestseller,Món lạnh,,,,,
Chiều,Bình thường,9,1,Qúa lạnh,hàn quốc,Quán Vỉa Hè,ăn chay,có phòng trông trẻ,đặc sản,Món lạnh,,,,,
Sáng,Buồn,23,3,Hơi lạnh,hàn quốc,Quán Vỉa Hè,ăn thoải mái,Có giao hàng free,bestseller,Món cho trẻ em,,,,,
Chiều,Bình thường,18,5,Hơi lạnh,đồ ăn vặt,Quán Vỉa Hè,ăn thoải mái,có phòng trông trẻ,hot trend,Món nước,,,,,
Tối,Khó chịu,32,3,Hơi lạnh,Việt nam,Nhà Hàng Sang Trọng,ăn kiêng,Đang giảm giá,bình thường,Món lạnh,,,,,
Chiều,Buồn,31,4,Quá Nóng,hàn quốc,Nhà hàng bình dân,ăn kiêng,Có giao hàng free,bình thường,Món nước,,,,,
Tối,Khó chịu,7,1,Hơi Nóng,hàn quốc,Nhà Hàng Sang Trọng,ăn thoải mái,có không gian ngoài trời,đặc sản,đồ ăn vặt,,,,,
Tối,Vui,40,4,Qúa lạnh,Trung quốc,Quán Vỉa Hè,ăn chay,Đang giảm giá,bestseller,Món lạnh,,,,,
Chiều,Vui,31,5,Hơi Nóng,Món cho trẻ em,Quán Vỉa Hè,ăn thoải mái,Có giao hàng free,bestseller,đồ ăn vặt,,,,,
Chiều,Bình thường,14,3,Nóng,hàn quốc,Nhà hàng bình dân,ăn chay,có chỗ đỗ xe,bestseller,Món lạnh,,,,,
Trưa,Buồn,9,4,Nóng,hàn quốc,Nhà hàng bình dân,ăn thoải mái,có không gian ngoài trời,bestseller,Món nước,,,,,
Tối,Khó chịu,32,5,Mát,đồ ăn vặt,Nhà Hàng Sang Trọng,ăn thoải mái,có phòng hút thuốc,bestseller,Món lạnh,,,,,
Tối,Buồn,14,3,Hơi Nóng,Món cho trẻ em,Nhà hàng bình dân,ăn chay,có không gian ngoài trời,đặc sản,đồ ăn vặt,,,,,
Tối,Buồn,21,2,Hơi lạnh,Trung quốc,Quán Vỉa Hè,ăn chay,có phòng trông trẻ,hot trend,Món cho trẻ em,,,,,
Đêm,Bình thường,28,4,Hơi lạnh,Việt nam,Nhà hàng bình dân,ăn chay,có chỗ đỗ xe,bestseller,Món cho trẻ em,,,,,
Tối,Khó chịu,5,1,Hơi lạnh,miền nam,Nhà Hàng Sang Trọng,ăn thoải mái,có phòng hút thuốc,hot trend,đồ ăn vặt,,,,,
Tối,Khó chịu,9,2,Mát,Việt nam,Nhà hàng bình dân,ăn thoải mái,Đang giảm giá,bình thường,Món cho trẻ em,,,,,
Sáng,Buồn,17,1,Nóng,Trung quốc,Quán Vỉa Hè,ăn kiêng,có phòng trông trẻ,bình thường,Món lạnh,,,,,
Sáng,Bình thường,22,5,Lạnh,Trung quốc,Nhà Hàng Sang Trọng,ăn kiêng,wifi miễn phí,bestseller,Món nước,,,,,
Sáng,Bình thường,27,3,Mát,miền nam,Quán Vỉa Hè,ăn kiêng,có không gian ngoài trời,bestseller,Món nước,,,,,
Tối,Khó chịu,32,5,Mát,hàn quốc,Quán Vỉa Hè,ăn kiêng,có phòng trông trẻ,hot trend,Món lạnh,,,,,
Trưa,Vui,40,2,Lạnh,hàn quốc,Nhà hàng bình dân,ăn thoải mái,Có giao hàng free,bình thường,Món nước,,,,,
Trưa,Vui,24,4,Lạnh,hàn quốc,Nhà hàng bình dân,ăn thoải mái,có phòng trông trẻ,bestseller,Món lạnh,,,,,
Sáng,Khó chịu,22,1,Mát,Việt nam,Nhà hàng bình dân,ăn chay,có chỗ đỗ xe,hot trend,Món nước,,,,,
Sáng,Bình thường,11,4,Nóng,miền nam,Nhà Hàng Sang Trọng,ăn thoải mái,Đang giảm giá,hot trend,Món lạnh,,,,,
Sáng,Buồn,32,4,Nóng,đồ ăn vặt,Nhà hàng bình dân,ăn thoải mái,có không gian ngoài trời,bestseller,Món Tráng miệng,,,,,
Trưa,Buồn,29,1,Mát,Việt nam,Quán Vỉa Hè,ăn kiêng,có phòng trông trẻ,hot trend,Món lạnh,,,,,
Đêm,Khó chịu,5,2,Hơi Nóng,hàn quốc,Nhà hàng bình dân,ăn chay,có phòng hút thuốc,bình thường,Món lạnh,,,,,
Sáng,Khó chịu,29,1,Mát,Trung quốc,Quán Vỉa Hè,ăn kiêng,Có giao hàng free,bình thường,Món lạnh,,,,,
Sáng,Khó chịu,33,4,Qúa lạnh,hàn quốc,Quán Vỉa Hè,ăn chay,có chỗ đỗ xe,bình thường,đồ ăn vặt,,,,,
Tối,Bình thường,28,2,Nóng,đồ ăn vặt,Quán Vỉa Hè,ăn chay,Đang giảm giá,đặc sản,Món cho trẻ em,,,,,
Đêm,Vui,22,3,Hơi lạnh,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,Đang giảm giá,bestseller,Món Tráng miệng,,,,,
Sáng,Vui,38,3,Hơi lạnh,đồ ăn vặt,Quán Vỉa Hè,ăn chay,có phòng trông trẻ,bestseller,Món Tráng miệng,,,,,
Đêm,Vui,31,3,Quá Nóng,hàn quốc,Nhà Hàng Sang Trọng,ăn chay,Có giao hàng free,đặc sản,đồ ăn vặt,,,,,
Sáng,Vui,17,5,Qúa lạnh,Trung quốc,Nhà Hàng Sang Trọng,ăn thoải mái,Đang giảm giá,hot trend,Món Tráng miệng,,,,,
Trưa,Vui,16,4,Hơi Nóng,Việt nam,Nhà hàng bình dân,ăn thoải mái,Đang giảm giá,hot trend,đồ ăn vặt,,,,,
Tối,Buồn,15,4,Lạnh,Việt nam,Nhà hàng bình dân,ăn chay,có phòng hút thuốc,đặc sản,Món nước,,,,,
Đêm,Bình thường,22,5,Lạnh,hàn quốc,Nhà hàng bình dân,ăn thoải mái,có phòng hút thuốc,đặc sản,Món lạnh,,,,,
Sáng,Khó chịu,8,1,Quá Nóng,Món cho trẻ em,Nhà hàng bình dân,ăn thoải mái,có phòng hút thuốc,bình thường,Món Tráng miệng,,,,,
Tối,Vui,33,3,Mát,miền nam,Nhà hàng bình dân,ăn chay,Có giao hàng free,hot trend,Món nước,,,,,
Tối,Bình thường,34,4,Hơi Nóng,Món cho trẻ em,Quán Vỉa Hè,ăn chay,có phòng trông trẻ,đặc sản,Món nước,,,,,
Tối,Bình thường,20,4,Qúa lạnh,đồ ăn vặt,Nhà hàng bình dân,ăn thoải mái,Đang giảm giá,bình thường,Món cho trẻ em,,,,,
Sáng,Buồn,38,2,Quá Nóng,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn chay,có phòng trông trẻ,đặc sản,Món Tráng miệng,,,,,
Trưa,Vui,6,1,Lạnh,Món cho trẻ em,Nhà hàng bình dân,ăn kiêng,wifi miễn phí,hot trend,Món nước,,,,,
Đêm,Khó chịu,10,5,Hơi Nóng,Trung quốc,Quán Vỉa Hè,ăn chay,có không gian ngoài trời,bestseller,Món lạnh,,,,,
Chiều,Bình thường,25,3,Lạnh,Trung quốc,Quán Vỉa Hè,ăn kiêng,có phòng trông trẻ,bình thường,Món Tráng miệng,,,,,
Tối,Buồn,18,2,Nóng,Trung quốc,Quán Vỉa Hè,ăn thoải mái,có không gian ngoài trời,đặc sản,Món Tráng miệng,,,,,
Tối,Vui,11,2,Hơi lạnh,Việt nam,Nhà Hàng Sang Trọng,ăn kiêng,có phòng hút thuốc,bình thường,đồ ăn vặt,,,,,
Chiều,Vui,14,3,Qúa lạnh,Trung quốc,Nhà hàng bình dân,ăn kiêng,có chỗ đỗ xe,hot trend,Món lạnh,,,,,
Chiều,Bình thường,31,2,Hơi lạnh,Việt nam,Nhà Hàng Sang Trọng,ăn thoải mái,có chỗ đỗ xe,hot trend,Món nước,,,,,
Đêm,Khó chịu,15,5,Qúa lạnh,miền nam,Quán Vỉa Hè,ăn kiêng,Có giao hàng free,đặc sản,đồ ăn vặt,,,,,
Trưa,Buồn,34,5,Quá Nóng,miền nam,Quán Vỉa Hè,ăn thoải mái,có không gian ngoài trời,bình thường,Món lạnh,,,,,
Sáng,Vui,23,1,Quá Nóng,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,wifi miễn phí,bestseller,Món cho trẻ em,,,,,
Chiều,Bình thường,11,2,Hơi Nóng,Món cho trẻ em,Nhà hàng bình dân,ăn thoải mái,có phòng hút thuốc,bestseller,Món Tráng miệng,,,,,
Đêm,Buồn,15,2,Quá Nóng,Món cho trẻ em,Quán Vỉa Hè,ăn thoải mái,Có giao hàng free,hot trend,Món cho trẻ em,,,,,
Trưa,Vui,14,2,Qúa lạnh,đồ ăn vặt,Nhà hàng bình dân,ăn kiêng,Có giao hàng free,hot trend,Món nước,,,,,
Chiều,Khó chịu,9,4,Hơi lạnh,Trung quốc,Quán Vỉa Hè,ăn kiêng,Có giao hàng free,hot trend,Món cho trẻ em,,,,,
Chiều,Bình thường,26,4,Nóng,hàn quốc,Nhà hàng bình dân,ăn kiêng,có phòng trông trẻ,đặc sản,Món Tráng miệng,,,,,
Tối,Bình thường,40,1,Hơi Nóng,Món cho trẻ em,Nhà hàng bình dân,ăn kiêng,Có giao hàng free,bestseller,Món nước,,,,,
Trưa,Buồn,24,3,Qúa lạnh,miền nam,Quán Vỉa Hè,ăn thoải mái,có không gian ngoài trời,bình thường,đồ ăn vặt,,,,,
Chiều,Khó chịu,13,2,Hơi Nóng,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn kiêng,có chỗ đỗ xe,đặc sản,Món cho trẻ em,,,,,
Tối,Buồn,24,4,Quá Nóng,Việt nam,Nhà Hàng Sang Trọng,ăn chay,có không gian ngoài trời,bình thường,Món Tráng miệng,,,,,
Trưa,Khó chịu,14,4,Hơi Nóng,hàn quốc,Quán Vỉa Hè,ăn chay,có phòng trông trẻ,bình thường,đồ ăn vặt,,,,,
Sáng,Buồn,21,4,Mát,Trung quốc,Nhà hàng bình dân,ăn thoải mái,Có giao hàng free,hot trend,đồ ăn vặt,,,,,
Sáng,Bình thường,37,3,Quá Nóng,đồ ăn vặt,Nhà hàng bình dân,ăn kiêng,Có giao hàng free,bestseller,Món nước,,,,,
Chiều,Buồn,13,3,Nóng,đồ ăn vặt,Nhà Hàng Sang Trọng,ăn thoải mái,có phòng trông trẻ,bestseller,Món Tráng miệng,,,,,
Chiều,Buồn,19,4,Mát,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn kiêng,có phòng trông trẻ,bình thường,Món Tráng miệng,,,,,
Sáng,Buồn,39,3,Hơi lạnh,Việt nam,Nhà hàng bình dân,ăn thoải mái,có phòng hút thuốc,đặc sản,Món nước,,,,,
Trưa,Bình thường,39,4,Hơi lạnh,hàn quốc,Quán Vỉa Hè,ăn kiêng,có phòng trông trẻ,hot trend,Món cho trẻ em,,,,,
Tối,Vui,37,5,Qúa lạnh,miền nam,Quán Vỉa Hè,ăn thoải mái,có chỗ đỗ xe,bestseller,Món Tráng miệng,,,,,
Sáng,Bình thường,38,2,Hơi Nóng,hàn quốc,Quán Vỉa Hè,ăn kiêng,wifi miễn phí,bestseller,Món Tráng miệng,,,,,
Trưa,Buồn,8,4,Nóng,Trung quốc,Quán Vỉa Hè,ăn chay,có chỗ đỗ xe,đặc sản,Món nước,,,,,
Tối,Bình thường,14,3,Nóng,Trung quốc,Nhà hàng bình dân,ăn kiêng,Có giao hàng free,hot trend,đồ ăn vặt,,,,,
Sáng,Vui,11,1,Qúa lạnh,đồ ăn vặt,Nhà Hàng Sang Trọng,ăn thoải mái,Đang giảm giá,hot trend,Món nước,,,,,
Trưa,Vui,6,5,Mát,Việt nam,Nhà hàng bình dân,ăn kiêng,Có giao hàng free,đặc sản,Món lạnh,,,,,
Tối,Buồn,18,5,Mát,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn chay,có không gian ngoài trời,bình thường,đồ ăn vặt,,,,,
Đêm,Khó chịu,19,1,Hơi Nóng,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn kiêng,có không gian ngoài trời,bình thường,đồ ăn vặt,,,,,
Tối,Buồn,6,5,Nóng,Trung quốc,Nhà Hàng Sang Trọng,ăn chay,Đang giảm giá,đặc sản,Món Tráng miệng,,,,,
Trưa,Vui,23,3,Hơi Nóng,đồ ăn vặt,Nhà Hàng Sang Trọng,ăn chay,wifi miễn phí,hot trend,Món nước,,,,,
Chiều,Khó chịu,8,3,Qúa lạnh,Món cho trẻ em,Nhà hàng bình dân,ăn chay,Đang giảm giá,đặc sản,Món lạnh,,,,,
Tối,Vui,22,3,Quá Nóng,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn thoải mái,wifi miễn phí,bình thường,Món Tráng miệng,,,,,
Tối,Khó chịu,25,1,Hơi Nóng,miền nam,Nhà Hàng Sang Trọng,ăn chay,Có giao hàng free,hot trend,Món lạnh,,,,,
Tối,Khó chịu,12,4,Hơi lạnh,đồ ăn vặt,Quán Vỉa Hè,ăn chay,Có giao hàng free,bình thường,Món lạnh,,,,,
Đêm,Buồn,22,1,Lạnh,đồ ăn vặt,Nhà Hàng Sang Trọng,ăn thoải mái,có chỗ đỗ xe,bình thường,Món lạnh,,,,,
Chiều,Bình thường,35,1,Lạnh,Việt nam,Nhà hàng bình dân,ăn chay,có phòng trông trẻ,bestseller,đồ ăn vặt,,,,,
Sáng,Khó chịu,35,4,Quá Nóng,hàn quốc,Nhà hàng bình dân,ăn thoải mái,có không gian ngoài trời,bestseller,Món nước,,,,,
Chiều,Bình thường,23,2,Mát,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,Đang giảm giá,bình thường,Món nước,,,,,
Chiều,Vui,9,5,Quá Nóng,Trung quốc,Nhà Hàng Sang Trọng,ăn thoải mái,có phòng hút thuốc,hot trend,Món nước,,,,,
Sáng,Bình thường,33,4,Mát,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,Có giao hàng free,bestseller,Món lạnh,,,,,
Chiều,Khó chịu,9,3,Nóng,Trung quốc,Nhà hàng bình dân,ăn kiêng,có phòng trông trẻ,bình thường,Món Tráng miệng,,,,,
Chiều,Khó chịu,39,3,Quá Nóng,hàn quốc,Quán Vỉa Hè,ăn thoải mái,có phòng trông trẻ,bình thường,Món Tráng miệng,,,,,
Chiều,Bình thường,24,5,Hơi Nóng,Việt nam,Nhà hàng bình dân,ăn thoải mái,có phòng trông trẻ,hot trend,Món lạnh,,,,,
Đêm,Bình thường,28,3,Mát,hàn quốc,Nhà hàng bình dân,ăn kiêng,Đang giảm giá,bình thường,đồ ăn vặt,,,,,
Tối,Khó chịu,22,2,Hơi lạnh,Trung quốc,Quán Vỉa Hè,ăn chay,wifi miễn phí,đặc sản,đồ ăn vặt,,,,,
Tối,Bình thường,20,4,Quá Nóng,hàn quốc,Quán Vỉa Hè,ăn thoải mái,có phòng hút thuốc,đặc sản,đồ ăn vặt,,,,,
Đêm,Khó chịu,6,2,Mát,Việt nam,Nhà hàng bình dân,ăn thoải mái,wifi miễn phí,hot trend,Món lạnh,,,,,
Chiều,Buồn,35,5,Nóng,Món cho trẻ em,Nhà hàng bình dân,ăn kiêng,có phòng trông trẻ,đặc sản,đồ ăn vặt,,,,,
Trưa,Khó chịu,15,2,Qúa lạnh,đồ ăn vặt,Quán Vỉa Hè,ăn chay,wifi miễn phí,bestseller,Món nước,,,,,
Đêm,Buồn,11,1,Mát,Việt nam,Nhà hàng bình dân,ăn kiêng,Đang giảm giá,bình thường,Món Tráng miệng,,,,,
Chiều,Khó chịu,16,5,Nóng,Món cho trẻ em,Nhà Hàng Sang Trọng,ăn chay,wifi miễn phí,hot trend,đồ ăn vặt,,,,,
Trưa,Buồn,16,2,Quá Nóng,miền nam,Nhà Hàng Sang Trọng,ăn kiêng,wifi miễn phí,bestseller,Món cho trẻ em,,,,,
